단지명,계약일자,거래금액,전용면적,층,건축년도,도로명
진주푸르지오1단지,2023-09-19,17700,59.924,5,2007,덕의길
들말대경,2023-09-25,22000,84.99,1,1998,석갑로53번길
초전해모로루비채4단지,2023-09-12,34000,84.9908,5,2014,초북로
센트렐웰가,2023-09-15,49800,84.9222,30,2018,진주역로73번길
이현하이클래스웰가,2023-09-21,26900,75.07,8,2008,진주대로
신안주공2,2023-09-08,13700,49.97,9,1996,신안들말길
이지더원,2023-09-24,47600,84.9614,13,2018,초장로
혁신도시엘에이치아파트9단지,2023-09-12,27800,59.97,1,2017,사들로
제일풍경채,2023-09-18,38800,110.7705,5,2007,가좌안골길21번길
신안주공3,2023-09-23,15000,59.8,4,1997,석갑로
이지더원,2023-09-09,42000,84.9614,14,2018,초장로
현대,2023-09-16,24000,125.25,13,1989,천수로
가좌주공1차,2023-09-20,16000,49.94,13,1993,가호로
대경그린파크,2023-09-10,10000,59.85,14,1994,순환로573번길
엠코타운더프라하,2023-09-22,71500,119.7937,11,2014,새평거로
남강휴먼빌,2023-09-01,44500,158.9164,5,2010,순환로
흥한스위트,2023-09-22,12900,59.73,13,1998,신안로
대동디지털황토,2023-09-08,24500,84.8805,8,2003,가호로44번길
그린타운,2023-09-20,12600,68.9,7,1992,석갑로156번길
신안주공3,2023-09-24,14300,49.96,6,1997,석갑로
한보타워(하대1차),2023-09-18,8400,53.32,8,1992,모덕로306번길
현대,2023-09-15,14500,70.96,3,1989,천수로
들말한보타운,2023-09-07,24700,120.66,13,1997,평거로39번길
주공그린빌,2023-09-14,18000,59.27,12,2005,내동로348번길
진주우방아이유쉘,2023-09-16,31300,84.9578,14,2017,삼일로
진주혁신코오롱하늘채,2023-09-04,35000,84.95,1,2014,사들로
초전해모로루비채4단지,2023-09-21,36000,84.9908,6,2014,초북로
들말대경,2023-09-11,26400,84.99,5,1998,석갑로53번길
이현하이클래스웰가,2023-09-13,25500,75.07,6,2008,진주대로
한보,2023-09-10,10000,59.8837,5,1994,진주대로
한보,2023-09-10,10000,59.8837,17,1994,진주대로
두산위브,2023-09-14,31000,138.043,9,2009,중장로154번길
한주파크맨션,2023-09-11,17300,83.79,5,1990,남강로
삼우빌라,2023-09-11,9500,119.15,4,1989,남강로539번길
하대주공,2023-09-20,12000,44.03,3,1982,상대로
초전해모로루비채4단지,2023-09-12,36670,84.9908,6,2014,초북로
이현하이클래스웰가,2023-09-10,25000,75.07,3,2008,진주대로
그린타운,2023-09-11,9800,68.9,6,1992,석갑로156번길
진주혁신도시중흥에스-클래스센트럴시티4단지,2023-09-16,55000,84.9815,15,2020,에나로175번길
진주평거우방아이유쉘스카이팰리스,2023-09-20,40000,84.2136,14,2019,진양호로
들말대경,2023-09-16,18500,59.595,14,1998,석갑로53번길
칠암한주타운,2023-09-19,16000,84.725,4,1995,강남로
초전흥한,2023-09-11,23200,84.68,2,2001,초전남로
현대금빛마을,2023-09-20,8000,84.876,7,2000,진산로
이현하이클래스웰가,2023-09-09,51000,176.73,12,2008,진주대로
이현하이클래스웰가,2023-09-06,25000,75.07,13,2008,진주대로
금산흥한골든빌,2023-09-17,10800,58.12,13,2002,금산로
현대,2023-09-09,12800,59.89,3,1996,하대로
평거휴먼시아3단지,2023-09-19,39500,84.95,13,2011,새평거로
진주혁신코오롱하늘채,2023-09-18,40000,84.95,11,2014,사들로
진주혁신코오롱하늘채,2023-09-11,37800,84.95,5,2014,사들로
한림풀에버,2023-09-16,36750,67.3717,8,2015,소호로
혁신도시엘에이치5단지,2023-09-15,38500,84.95,14,2014,충의로
고려,2023-09-18,6000,59.4,3,1994,동부로
혁신도시엘에이치아파트9단지,2023-09-11,31900,59.97,12,2017,사들로
더퀸즈웰가,2023-09-02,56000,100.6401,19,2015,새평거로
대동디지털황토,2023-09-08,22450,84.6814,2,2003,가호로44번길
현대,2023-09-08,13500,84.99,13,1991,모덕로181번길
진주정촌대경파미르,2023-09-18,31100,84.9426,14,2019,삼일로106번길
한림풀에버,2023-09-12,30900,67.3717,1,2015,소호로
상봉1,2023-09-14,7850,41.9,3,1976,창렬로
현대,2023-09-14,26700,84.98,20,2000,진주대로815번길
이현하이클래스웰가,2023-09-14,26200,75.07,11,2008,진주대로
진주혁신도시중흥에스-클래스더퍼스트,2023-09-17,68900,99.9097,14,2020,충의로
진주혁신코오롱하늘채,2023-09-15,36400,84.95,4,2014,사들로
하영무지개맨션,2023-09-09,8400,57.3,10,1993,진양호로
진주혁신코오롱하늘채,2023-09-11,37800,84.95,5,2014,사들로
흥한타운2,2023-09-02,14000,59.88,5,1995,평거로139번길
진주혁신코오롱하늘채,2023-09-07,35700,75.84,16,2014,사들로
진흥더루벤스,2023-09-14,23400,122.956,14,2009,금산로
진주초전푸르지오2단지,2023-09-17,40000,101.977,5,2010,초장로14번길
진주초장엠코타운더이스턴파크,2023-09-16,38300,101.828,22,2014,초북로
힐스테이트초전,2023-09-16,49400,91.2066,12,2019,초북로
현대,2023-09-15,18500,84.945,3,1992,진양호로51번길
신안주공1,2023-09-12,28200,84.98,11,1998,신안들말길
한보힐타워,2023-09-10,7300,56.94,16,1992,상대로143번길
삼전2차,2023-09-09,11800,65.87,3,1989,모덕로306번길
진주혁신도시대방노블랜드더캐슬아파트,2023-09-07,70000,103.3591,13,2018,사들로
임광,2023-09-08,9500,55.25,4,1989,모덕로
진주정촌대경파미르,2023-09-16,28900,84.9426,3,2019,삼일로106번길
진주혁신도시중흥에스-클래스더프라임,2023-09-16,55000,84.9912,10,2019,소호로19번길
혁신도시엘에이치아파트8단지,2023-09-13,29500,59.97,17,2015,사들로
진주정촌대경파미르,2023-09-09,34500,84.9426,16,2019,삼일로106번길
진주문산파란채,2023-09-13,23100,84.8829,7,2010,월아산로1048번길
신안주공3,2023-09-13,14450,49.96,8,1997,석갑로
금산아이파크,2023-09-09,15500,59.78,16,2004,중천로
금산아이파크,2023-09-10,19600,84.17,12,2004,중천로
현대,2023-09-08,20700,84.955,6,1997,초전남로
진주강남동일동미라주,2023-09-13,51000,109.9586,26,2021,진주대로891번길
현대,2023-09-06,20000,59.92,13,2000,진주대로815번길
힐스테이트초전,2023-09-15,44500,84.9196,10,2019,초북로
힐스테이트초전,2023-09-15,43800,84.9196,23,2019,초북로
두산위브,2023-09-10,36000,170.356,1,2009,중장로154번길
더퀸즈웰가,2023-09-06,38750,84.9163,1,2015,새평거로
진주(가동),2023-09-04,9000,74.98,3,1988,모덕로181번길
한보힐타워,2023-09-07,10000,59.88,6,1992,상대로143번길
두산위브,2023-09-10,22000,84.995,6,2009,중장로154번길
칠암대덕,2023-09-13,14000,59.97,7,2004,진주대로942번길
신안주공2,2023-09-13,13500,49.97,8,1996,신안들말길
들말대경,2023-09-13,18300,59.595,13,1998,석갑로53번길
동신,2023-09-05,7200,59.92,4,1992,광제산로
신안주공3,2023-09-10,15000,49.96,10,1997,석갑로
도동대림,2023-09-14,16500,84.23,2,1992,하대로40번길
진주정촌대경파미르,2023-09-10,31000,84.9426,18,2019,삼일로106번길
현대,2023-09-14,13000,59.89,16,1996,하대로
진주혁신도시중흥에스-클래스센트럴시티4단지,2023-09-08,52800,84.8046,24,2020,에나로175번길
평거휴먼시아4단지,2023-09-06,25700,59.98,1,2011,새평거로
진주혁신도시대방노블랜드더캐슬아파트,2023-09-07,68500,103.3591,20,2018,사들로
평거현대2,2023-09-11,17400,59.92,5,1994,신안들말길
진주혁신도시중흥에스-클래스센트럴시티2단지,2023-09-02,61950,99.8723,8,2020,에나로
진주초전푸르지오1단지,2023-09-07,53000,162.517,4,2009,초장로14번길
진주혁신도시중흥에스-클래스센트럴시티3단지,2023-09-03,56800,84.9815,16,2020,에나로175번길
진주센트럴자이,2023-09-12,32950,84.5289,7,2013,도동천로
상봉1,2023-09-06,8160,40.96,5,1976,창렬로
대림,2023-09-06,15300,136.3,7,1993,향교로115번길
순화스타씨티,2023-09-04,18000,84.7215,8,2007,진주대로954번길
동신,2023-09-08,6800,59.92,15,1992,광제산로
가좌주공1차,2023-09-11,13000,41.3,11,1993,가호로
한주타운,2023-09-12,16500,74.95,12,1992,진주대로1208번길
진주초장엠코타운더이스턴파크,2023-09-08,35000,101.5255,25,2014,초북로
혁신도시엘에이치아파트9단지,2023-09-11,33000,59.97,20,2017,사들로
신안주공3,2023-09-06,17600,59.8,11,1997,석갑로
진주혁신도시대방노블랜드더캐슬아파트,2023-09-03,70000,104.8302,21,2018,사들로
대동디지털황토,2023-09-01,23950,84.6814,3,2003,가호로44번길
현대,2023-09-11,14172,59.96,4,1997,초전남로
진주문산코아루,2023-09-11,26800,84.591,3,2010,월아산로1117번길
들말흥한타운,2023-09-10,26000,84.89,7,1998,석갑로
진주문산코아루,2023-09-06,37000,140.208,19,2010,월아산로1117번길
대동,2023-09-11,8700,60.63,2,1979,도동천로184번길
진주혁신도시센텀리버파크,2023-09-08,38700,84.95,7,2013,사들로
벽산블루밍(구)동신,2023-09-10,15700,113.47,11,1993,진양호로125번길
금산느티나무,2023-09-07,13400,59.42,15,2003,중천로
스카이시티프라디움,2023-09-09,48000,84.9898,31,2019,개양로
하영무지개맨션,2023-09-10,12900,83.7,17,1993,진양호로
진주평거우방아이유쉘스카이팰리스,2023-09-10,41400,84.2136,5,2019,진양호로
스카이시티프라디움,2023-09-09,49000,84.9898,26,2019,개양로
혁신도시엘에이치아파트9단지,2023-09-10,30700,59.97,3,2017,사들로
힐스테이트초전,2023-09-10,45000,84.9196,8,2019,초북로
진주혁신도시라온프라이빗아파트,2023-09-02,48500,79.0385,17,2017,대밭골로
진주초장엠코타운더이스턴파크,2023-09-09,35500,84.977,21,2014,초북로
진주초전푸르지오1단지,2023-09-02,51000,162.517,9,2009,초장로14번길
현대,2023-09-06,15800,59.96,8,1997,초전남로
스카이시티프라디움,2023-09-05,50000,84.9818,16,2019,개양로
망경한보타운,2023-09-04,12200,59.44,3,1997,망경로
진주강남동일동미라주,2023-09-07,38400,84.9806,27,2021,진주대로891번길
가좌주공1차,2023-09-05,13000,44.94,4,1993,가호로
혁신도시엘에이치아파트8단지,2023-09-07,30300,59.97,9,2015,사들로
현대금빛마을,2023-09-05,8450,59.28,5,2000,진산로
진주정촌대경파미르,2023-09-06,25500,66.6161,12,2019,삼일로106번길
혁신도시엘에이치아파트8단지,2023-09-06,30600,59.96,21,2015,사들로
진주혁신도시중흥에스-클래스더프라임,2023-09-01,58700,97.7268,10,2019,소호로19번길
진주혁신도시중흥에스-클래스더프라임,2023-09-02,53900,84.9912,10,2019,소호로19번길
경남빌라다동(240-0),2023-09-06,5200,66.24,5,1991,숙호산로
들말대경,2023-09-04,18350,59.595,9,1998,석갑로53번길
이현주공,2023-09-06,14600,49.22,4,1983,서장대로
진주정촌대경파미르,2023-09-06,30400,84.9625,20,2019,삼일로106번길
금산느티나무,2023-09-05,14000,59.42,17,2003,중천로
진주혁신도시중흥에스-클래스센트럴시티4단지,2023-09-04,47000,84.8046,9,2020,에나로175번길
진주초장엠코타운더이스턴파크,2023-09-01,28000,59.9983,6,2014,초북로
스카이시티프라디움,2023-09-03,50500,84.9898,37,2019,개양로
삼전프라자,2023-09-04,11150,59.94,13,1996,도동로
진주혁신코오롱하늘채,2023-09-05,38500,84.95,13,2014,사들로
현대,2023-09-02,19000,59.92,11,2000,진주대로815번길
들말대경,2023-09-02,28050,84.99,14,1998,석갑로53번길
혁신도시엘에이치5단지,2023-09-01,38300,84.95,18,2014,충의로
들말대경,2023-09-05,16700,59.595,3,1998,석갑로53번길
센트렐웰가,2023-09-03,49800,84.9222,24,2018,진주역로73번길
흥한타운1,2023-09-02,20500,84.69,2,1993,진양호로328번길
금산흥한골든빌,2023-09-03,10000,58.12,3,2002,금산로
현대금빛마을,2023-09-02,7800,59.28,8,2000,진산로
힐스테이트초전,2023-09-03,44700,84.9196,25,2019,초북로
쌍용,2023-09-01,14500,84.96,10,1996,말티고개로108번길
현대,2023-09-01,18800,84.93,16,1996,하대로
진주혁신도시센텀리버파크,2023-09-01,38200,84.88,9,2013,사들로
더퀸즈웰가,2023-09-04,32400,58.4018,30,2015,새평거로
가좌주공1차,2023-09-02,13900,44.94,12,1993,가호로
더퀸즈웰가,2023-09-01,44250,84.9163,16,2015,새평거로
도동대림,2023-10-16,23000,140.31,13,1992,하대로40번길
현대,2023-10-28,18900,84.55,10,1989,천수로
진주초전푸르지오1단지,2023-10-23,37400,84.77,12,2009,초장로14번길
이현하이클래스웰가,2023-10-14,29000,84.07,2,2008,진주대로
들말한보타운,2023-10-28,20000,59.8,12,1997,평거로39번길
진주푸르지오1단지,2023-10-05,25500,84.9414,8,2007,덕의길
동일스위트,2023-10-24,32300,131.3163,12,2008,공단로
이현주공,2023-10-30,13000,48.6,2,1983,서장대로
평거현대2,2023-10-31,31000,146.17,10,1994,신안들말길
진주초전푸르지오2단지,2023-10-30,61500,134.969,20,2010,초장로14번길
동국한양빌라,2023-10-25,3600,43.7,3,1992,월아산로
미르젠,2023-10-26,12150,84.31,2,2017,하대로26번길
미르젠,2023-10-26,12150,84.31,3,2017,하대로26번길
칠암대덕,2023-10-26,12800,59.97,3,2004,진주대로942번길
두산위브,2023-10-22,23200,84.991,7,2009,중장로154번길
국민3차,2023-10-23,6500,59.35,1,1990,남강로1069번길
이현하이클래스웰가,2023-10-31,31800,84.98,7,2008,진주대로
이현하이클래스웰가,2023-10-17,25750,75.07,4,2008,진주대로
혁신도시엘에이치아파트8단지,2023-10-29,29700,59.97,12,2015,사들로
현대,2023-10-30,13600,59.89,7,1996,하대로
주공그린빌,2023-10-21,14900,51.74,1,2005,내동로348번길
동일스위트,2023-10-18,19800,59.9647,19,2008,공단로
상봉1,2023-10-20,8000,40.44,1,1976,창렬로
진주혁신도시중흥에스-클래스더퍼스트,2023-10-29,88400,113.4763,10,2020,충의로
일동,2023-10-30,11800,59.86,5,1994,초전북로
현대금빛마을,2023-10-20,11400,84.876,1,2000,진산로
대림,2023-10-31,15000,84.29,1,1991,도동천로
두산위브,2023-10-22,23200,84.991,7,2009,중장로154번길
진주혁신도시대방노블랜드더캐슬아파트,2023-10-30,58800,84.9474,11,2018,사들로
현대,2023-10-29,14400,72.98,4,1991,모덕로181번길
진흥더루벤스,2023-10-28,28500,122.956,14,2009,금산로
동일스위트,2023-10-24,32300,131.3163,12,2008,공단로
남강휴먼빌,2023-10-28,32000,84.9376,22,2010,순환로
남강휴먼빌,2023-10-27,31700,84.9679,20,2010,순환로
이현하이클래스웰가,2023-10-17,25750,75.07,4,2008,진주대로
남강휴먼빌,2023-10-24,44500,158.9164,1,2010,순환로
남강휴먼빌,2023-10-19,31800,84.9499,2,2010,순환로
진주혁신도시중흥에스-클래스더프라임,2023-10-18,59200,97.7268,10,2019,소호로19번길
이현한주맨션,2023-10-27,9500,59.49,2,1987,서장대로278번길
상봉1,2023-10-19,8150,41.9,4,1976,창렬로
주공그린빌,2023-10-16,26000,84.9,13,2005,내동로348번길
삼성,2023-10-13,21700,84.93,6,1996,동부로43번길
진주혁신도시중흥에스-클래스더프라임,2023-10-18,55000,97.7268,4,2019,소호로19번길
하대주공,2023-10-26,11500,44.3,3,1982,상대로
힐스테이트초전,2023-10-28,45500,84.9196,11,2019,초북로
주공그린빌,2023-10-13,17580,51.74,5,2005,내동로348번길
두산위브,2023-10-22,23200,84.991,7,2009,중장로154번길
금산흥한골든빌,2023-10-30,6000,37.84,6,2002,금산로
삼전3,2023-10-26,8500,70.68,3,1989,하대로106번길
제일풍경채,2023-10-26,43800,138.9363,4,2007,가좌안골길21번길
센트렐웰가,2023-10-28,37900,59.4732,28,2018,진주역로73번길
한보은빛마을,2023-10-20,27200,109.17,4,2002,천수로
대림맨션,2023-10-31,10400,83.1,3,1987,서장대로393번길
혁신도시엘에이치5단지,2023-10-24,35000,75.84,19,2014,충의로
금산아이파크,2023-10-24,19500,84.17,7,2004,중천로
화인,2023-10-29,8800,83.315,8,1994,상봉대룡길
들말흥한타운,2023-10-29,33700,99.85,7,1998,석갑로
한주럭키타운,2023-10-31,20000,76.58,8,1990,진주대로
동국강변타워2,2023-10-30,5600,59.8,7,1992,돗골로19번길
송학맨션,2023-10-27,9900,83.26,5,1984,동진로119번길
동일스위트,2023-10-24,26000,84.9692,16,2008,공단로
가호에일린의뜰,2023-10-31,34000,77.8216,5,2012,강변길
포레나신진주,2023-10-12,48000,84.9515,25,2019,진주역로96번길
평거휴먼시아3단지,2023-10-21,39200,84.97,8,2011,새평거로
금산아이파크,2023-10-21,21700,84.17,8,2004,중천로
현대,2023-10-23,14250,59.89,8,1996,하대로
진흥더루벤스,2023-10-20,23000,122.956,1,2009,금산로
현대,2023-10-05,16000,84.99,13,1991,모덕로181번길
한림풀에버,2023-10-28,44000,84.9644,18,2015,소호로
상봉1,2023-10-19,8150,41.9,4,1976,창렬로
센트렐웰가,2023-10-29,49000,84.8381,29,2018,진주역로73번길
도동대림,2023-10-18,23000,140.31,13,1992,하대로40번길
센트렐웰가,2023-10-28,49500,84.9222,29,2018,진주역로73번길
대림,2023-10-08,19000,110.56,8,1995,말티고개로
한림풀에버,2023-10-28,45000,84.9088,9,2015,소호로
대동디지털황토,2023-10-15,24000,84.6814,8,2003,가호로44번길
대경,2023-10-21,24500,83.304,6,2000,가호로
도운,2023-10-05,4500,53.37,1,1986,남강로
진주우방아이유쉘,2023-10-14,32000,84.9578,15,2017,삼일로
현대,2023-10-27,18111,59.92,13,2000,진주대로815번길
